290945,61,37,7,14,91,41,64,58,47,6740.00
290959,27,20,2,7,42,32,17,16,33,3470.00
291190,25,21,2,3,45,21,27,4,44,3581.00
291402,35,36,7,9,69,51,27,78,NULL,6245.00
291657,18,15,NULL,6,27,8,25,10,23,2038.00
292037,66,34,22,11,111,42,80,62,60,9264.00
292098,22,36,2,3,57,11,49,14,37,2265.00
292669,14,6,1,2,19,1,20,21,NULL,1325.00
292969,31,40,6,6,71,18,59,NULL,77,4515.00
293092,238,172,156,5,561,205,361,415,149,62999.00
293335,13,19,7,1,38,13,26,NULL,39,1926.00
293572,47,54,9,7,103,47,63,11,99,7156.00
293913,7,17,2,1,25,16,10,24,2,960.00
293964,21,12,9,7,35,15,27,11,31,3105.00
294022,48,41,43,10,122,50,82,60,72,15488.00
294027,192,113,15,10,310,221,99,246,74,36020.00
294191,35,24,2,2,59,50,11,61,NULL,4935.00
294542,279,218,46,92,451,145,398,279,264,44906.00
294641,NULL,NULL,1,NULL,1,1,NULL,NULL,1,25.00
294954,27,45,16,8,80,42,46,70,18,4801.00
295128,18,8,3,4,25,17,12,19,10,2791.00
296388,80,47,10,17,120,38,99,67,51,12280.00
296655,111,105,12,9,219,92,136,151,77,14573.00
296971,56,30,28,11,103,52,62,88,26,16439.00
297679,37,46,3,19,67,30,56,NULL,86,5042.00
297681,42,10,1,6,47,9,44,NULL,53,3560.00
299769,69,63,3,3,132,56,79,68,67,17019.00
299896,47,33,2,12,70,28,54,NULL,82,3950.00
299922,33,31,20,10,74,44,40,33,51,13896.00
300525,113,129,11,25,228,114,139,118,135,28294.00
300547,48,44,15,13,94,22,85,67,40,6590.00
300559,9,2,1,2,10,5,7,7,5,2365.00
300618,158,110,23,9,282,80,211,132,159,18855.00
300803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
301418,4,NULL,NULL,NULL,4,3,1,NULL,4,235.00
301423,7,1,2,2,8,4,6,8,2,1830.00
301467,166,151,26,16,327,149,194,52,291,24564.00
301631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
301746,57,29,10,16,80,35,61,7,89,5902.00
302005,63,40,9,11,101,56,56,103,9,5857.00
302338,19,12,NULL,12,19,9,22,NULL,31,1985.00
302484,20,6,2,6,22,10,18,NULL,28,1233.00
302629,153,102,16,11,260,143,128,233,38,45536.00
302870,13,5,2,7,13,4,16,3,17,1395.00
302936,46,42,16,11,93,23,81,68,34,6560.00
303012,5,2,1,3,5,1,7,NULL,8,795.00
303162,19,8,4,7,24,7,24,6,25,1471.00
303221,8,11,NULL,6,13,14,5,17,2,1395.00
303259,87,124,25,9,227,132,104,200,36,22437.00
303538,481,323,35,115,724,357,482,476,363,53241.00
303761,25,23,6,3,51,27,27,36,18,2937.00
303794,NULL,1,NULL,1,NULL,NULL,1,1,NULL,150.00
304108,1306,1284,318,204,2704,1427,1481,2123,785,247232.00
304119,51,63,3,6,111,69,48,91,26,7030.00
304144,151,147,30,4,324,204,124,319,9,28360.00
304282,176,124,16,22,294,146,170,225,63,23332.00
304332,27,10,1,9,29,6,32,NULL,38,2080.00
304339,28,20,5,1,52,12,41,40,13,8396.00
304425,9,12,1,3,19,11,11,22,NULL,942.00
304455,12,4,2,2,16,16,2,18,NULL,1300.00
304475,59,63,9,11,120,69,62,87,44,10240.00
304479,144,107,142,11,382,79,314,110,283,40050.00
304492,3,NULL,NULL,2,1,NULL,3,NULL,3,40.00
304500,2,NULL,NULL,1,1,1,1,2,NULL,250.00
304503,1,NULL,NULL,1,NULL,1,NULL,1,NULL,0.00
304535,1,NULL,NULL,1,NULL,1,NULL,1,NULL,0.00
304546,282,180,25,65,422,97,390,163,324,133138.00
304558,23,29,7,5,54,42,17,35,24,4495.00
304591,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304737,135,95,43,15,258,77,196,116,157,24258.00
304765,209,151,33,22,371,251,142,321,64,36137.00
304780,13,12,16,2,39,6,35,8,33,3180.00
304889,NULL,2,NULL,2,NULL,1,1,2,NULL,5.00
304902,4,NULL,NULL,2,2,NULL,4,3,1,300.00
304964,416,378,127,72,849,275,646,469,448,66683.00
304979,72,62,8,23,119,61,81,88,53,18720.00
304985,21,34,10,7,58,20,45,43,22,6168.00
304989,24,37,6,5,62,27,40,58,8,4300.00
304990,908,856,222,150,1836,701,1285,1059,920,125604.00
304992,115,118,22,33,222,70,185,120,135,12548.00
304994,44,48,11,3,100,77,26,53,50,4770.00
305009,100,86,11,19,178,84,113,141,54,12631.00
305013,117,104,33,39,215,107,147,180,72,18510.00
305016,9,1,1,1,10,3,8,NULL,11,1310.00
305020,308,263,20,38,553,300,291,361,228,48648.00
305029,17,20,8,3,42,19,26,24,21,1361.00
305042,44,58,16,12,106,41,77,84,34,5882.00
305050,11,NULL,1,2,10,1,11,7,5,750.00
305101,363,184,54,38,563,198,403,216,354,52333.00
305186,19,25,4,7,41,18,30,46,2,3145.00
305209,294,213,79,8,578,278,308,440,146,58396.00
305223,88,122,16,30,196,46,180,95,131,14345.00
305255,19,13,2,6,28,16,18,25,9,2630.00
305275,12,6,1,2,17,10,9,NULL,19,1580.00
305353,7,12,4,2,21,7,16,NULL,23,2446.00
305411,24,7,11,5,37,12,30,NULL,42,3530.00
305417,41,50,6,5,92,39,58,NULL,97,4220.00
305479,36,13,2,4,47,15,36,34,17,4375.00
305511,34,49,25,16,92,34,74,86,22,9754.00
305514,1,NULL,NULL,1,NULL,1,NULL,1,NULL,0.00
305526,2,2,1,1,4,1,4,4,1,445.00
305531,3,NULL,NULL,2,1,2,1,NULL,3,75.00
305598,98,26,15,10,129,29,110,NULL,139,27442.00
305621,11,30,4,3,42,28,17,43,NULL,5661.00
305658,55,39,8,4,98,34,68,18,81,5060.00
305672,11,4,1,2,14,1,15,9,7,575.00
305680,85,43,13,16,125,43,98,71,67,11230.00
305707,48,42,17,8,99,39,68,89,17,7587.00
305734,15,18,11,7,37,5,39,NULL,44,2385.00
305755,5,2,2,5,4,7,2,6,3,450.00
305772,43,83,8,5,129,20,114,76,58,8403.00
305775,16,8,NULL,3,21,9,15,9,15,1558.00
305852,NULL,1,NULL,1,NULL,1,NULL,NULL,1,0.00
305912,31,17,6,15,39,23,31,36,18,4360.00
305974,35,23,3,2,59,19,42,28,32,2987.00
306029,14,10,6,1,29,9,21,NULL,30,3415.00
306036,51,32,18,11,90,50,51,38,63,5800.00
306085,44,22,2,11,57,25,43,35,33,4980.00
306107,13,8,NULL,2,19,7,14,NULL,20,7065.00
306120,2,8,1,3,8,7,4,NULL,11,690.00
306233,37,14,5,NULL,56,14,42,26,25,3600.00
306266,17,28,2,7,40,4,43,NULL,47,1340.00
306304,4,25,1,2,28,7,23,30,NULL,1455.00
306315,33,26,4,5,58,10,53,21,42,3200.00
306373,74,42,5,9,112,65,56,117,3,7731.00
306398,21,24,6,5,46,20,31,NULL,51,2665.00
306403,30,18,3,10,41,9,42,34,16,2480.00
306431,11,9,3,9,14,9,14,18,4,3605.00
306468,32,35,16,11,72,32,51,61,22,4815.00
306514,30,19,6,4,51,24,31,53,2,4855.00
306548,40,25,5,11,59,21,49,24,45,5059.00
306570,88,109,18,41,174,106,109,126,89,16610.00
306574,154,101,27,30,252,69,213,152,130,22854.00
306582,441,478,151,89,981,407,663,753,314,117294.00
306744,12,31,2,5,40,19,26,11,34,1310.00
306774,90,68,11,8,161,34,135,10,158,8449.00
306800,23,34,6,6,57,13,50,NULL,63,3150.00
306817,39,14,7,5,55,24,36,NULL,60,6085.00
306946,6,2,NULL,1,7,1,7,8,NULL,1350.00
307016,27,11,2,9,31,9,31,NULL,40,3185.00
307029,8,5,3,2,14,7,9,16,NULL,1172.00
307037,105,166,16,27,260,103,184,11,276,16524.00
307092,4,11,2,NULL,17,12,5,17,NULL,1735.00
307126,51,110,11,3,169,40,132,139,31,16823.00
307150,135,90,68,49,244,97,196,235,57,43688.00
307155,51,64,8,10,113,14,109,1,122,7730.00
307262,41,46,15,8,94,58,44,72,30,5885.00
307310,16,18,4,4,34,25,13,NULL,38,2030.00
307389,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
307397,34,47,6,9,78,15,72,NULL,87,5229.00
307459,78,14,9,3,98,31,70,73,27,9570.00
307540,29,42,3,6,68,21,53,37,37,2600.00
307610,14,24,NULL,4,34,17,21,NULL,35,1980.00
307633,26,27,4,8,49,25,32,44,13,3705.00
307681,27,43,9,6,73,18,61,20,59,3826.00
307688,22,29,13,3,61,15,49,NULL,64,4460.00
307717,22,8,1,NULL,31,15,16,NULL,31,4164.00
307734,10,22,23,1,54,17,38,55,NULL,2965.00
307755,13,41,3,8,49,11,46,NULL,57,2793.00
307833,44,62,NULL,9,97,61,45,65,41,8238.00
307990,33,13,2,10,38,13,35,14,34,2956.00
308034,11,7,4,5,17,NULL,22,NULL,22,1235.00
308060,5,3,1,1,8,2,7,NULL,9,455.00
308069,9,4,1,2,12,7,7,2,12,1171.00
308076,93,49,14,7,149,58,98,119,34,15412.00
308091,18,13,4,2,33,14,21,NULL,35,2743.00
308104,120,95,60,34,241,135,140,208,67,31741.00
308132,29,22,3,2,52,35,19,50,4,11915.00
308187,338,274,103,92,623,262,453,454,260,52501.00
308199,31,23,16,8,62,13,57,42,28,3758.00
308201,107,96,13,20,196,89,127,117,98,12985.00
308206,27,28,12,10,57,25,42,52,14,4329.00
309123,63,87,8,13,145,98,60,136,22,15574.00
309125,80,65,74,26,193,78,141,168,51,19816.00
309127,363,358,30,70,681,396,355,594,155,53279.00
309128,20,12,9,14,27,26,15,28,12,3962.00
309134,130,115,14,27,232,143,116,200,59,16496.00
309143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
309146,165,144,30,34,305,133,206,233,101,25237.00
309198,8,5,2,1,14,NULL,15,NULL,15,1470.00
309254,95,88,56,18,221,100,139,167,72,12211.00
309264,99,113,10,38,184,98,124,166,54,13237.00
309309,45,43,2,9,81,26,64,74,14,6235.00
309311,117,123,33,34,239,113,160,202,71,13547.00
309330,43,42,5,12,78,44,46,86,3,5279.00
309333,47,36,7,10,80,35,55,59,31,5235.00
309349,14,16,15,2,43,10,35,NULL,45,3330.00
309378,26,20,3,6,43,21,28,21,28,2975.00
309380,23,17,NULL,5,35,9,31,NULL,40,1465.00
309385,173,95,66,16,318,97,237,280,52,23032.00
309386,28,49,1,19,59,18,60,67,11,3905.00
309388,205,190,25,39,381,154,266,308,112,23562.00
309391,64,31,12,13,94,47,60,80,27,10838.00
309394,136,92,20,18,230,55,193,118,129,17738.00
309402,187,111,31,45,284,142,187,199,127,72200.00
309403,192,183,21,34,362,192,204,258,136,50860.00
309413,11,6,1,4,14,8,10,8,10,1130.00
309423,31,34,5,10,60,28,42,28,42,4980.00
309427,96,120,14,35,195,103,127,135,93,12314.00
309430,282,240,61,62,521,223,360,442,139,51025.00
309432,256,227,38,36,485,277,244,430,84,33596.00
309434,116,76,17,13,196,108,101,208,1,18954.00
309436,256,211,181,37,611,264,384,551,89,62176.00
309447,9,13,2,4,20,11,13,11,13,865.00
309459,209,166,24,32,367,100,299,285,114,42273.00
309460,NULL,3,1,NULL,4,3,1,4,NULL,800.00
309473,80,63,14,11,146,36,121,18,139,8121.00
309478,18,24,10,5,47,29,23,43,3,9355.00
309481,4,3,NULL,2,5,6,1,2,5,850.00
309488,50,64,3,2,115,43,74,65,50,21320.00
309533,152,84,9,14,231,151,94,208,36,20854.00
309562,63,47,2,7,105,38,74,17,82,18490.00
309574,11,8,3,1,21,10,12,NULL,22,3420.00
309579,59,35,11,12,93,31,74,32,70,5818.00
309583,4,5,5,4,10,2,12,14,NULL,1225.00
309614,18,7,3,4,24,7,21,21,7,2635.00
309626,10,16,1,2,25,18,9,NULL,27,4485.00
309650,29,53,1,3,80,41,42,83,NULL,4575.00
309669,10,8,NULL,9,9,6,12,12,6,1350.00
309680,109,100,25,12,222,101,133,170,62,18480.00
309733,24,11,1,3,33,6,30,NULL,36,2365.00
309751,40,43,3,6,80,43,43,66,3,7875.00
309798,1,NULL,NULL,1,NULL,1,NULL,1,NULL,0.00
309821,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
309923,4,NULL,NULL,2,2,4,NULL,4,NULL,600.00
309986,70,75,8,17,136,43,110,63,90,6227.00
310013,16,7,2,6,19,1,24,NULL,25,1226.00
310031,2,NULL,NULL,1,1,2,NULL,NULL,2,300.00
310041,40,17,6,5,58,37,26,54,9,4420.00
310046,1,NULL,NULL,1,NULL,NULL,1,1,NULL,0.00
310125,24,32,2,8,50,22,36,56,2,3471.00
310137,9,9,5,4,19,8,15,7,15,1776.00
310154,350,373,129,100,752,339,513,176,652,59266.00
310190,171,211,23,15,390,193,212,300,104,30656.00
310204,478,441,85,45,959,427,577,592,410,65095.00
310219,24,8,2,2,32,12,22,32,NULL,3100.00
310235,223,281,31,53,482,194,341,341,194,39420.00
310255,38,30,6,8,66,26,48,21,51,5132.00
310277,1103,1362,149,286,2328,1296,1318,1772,842,177839.00
310292,60,61,5,16,110,24,102,69,53,17121.00
310293,32,34,3,7,62,33,36,38,30,7720.00
310296,114,110,12,27,209,58,178,84,150,24313.00
310297,747,547,141,120,1315,446,989,866,567,130813.00
310298,407,384,54,60,785,257,588,471,371,58662.00
310299,873,635,132,114,1526,535,1105,956,676,154616.00
310300,790,559,134,122,1361,420,1063,877,606,255392.00
310303,112,91,24,21,206,55,172,71,154,14190.00
310304,62,29,3,13,81,20,74,54,39,7620.00
310307,369,301,120,57,733,251,539,448,340,101817.00
310309,423,261,50,80,654,235,499,301,406,78483.00
310310,516,355,64,62,873,321,614,454,481,127107.00
310311,1185,1274,248,207,2500,835,1872,1656,1050,219046.00
310312,277,163,85,32,493,104,421,304,219,48785.00
310313,205,110,57,38,334,80,292,154,218,47656.00
310314,741,527,136,92,1312,510,894,812,590,115684.00
310318,411,441,180,56,976,298,734,651,378,110320.00
310319,604,328,89,35,986,216,805,746,275,246647.00
310321,198,191,36,44,381,175,250,317,108,28331.00
310326,555,411,479,96,1349,325,1120,802,623,95308.00
310327,527,392,71,100,890,280,710,660,325,75795.00
310331,151,149,30,29,301,93,237,151,177,21153.00
310334,699,475,65,52,1187,488,751,884,355,127723.00
310336,981,560,227,93,1675,609,1159,1141,624,269069.00
310342,382,208,21,54,557,164,447,281,322,37287.00
310344,1967,1711,326,415,3589,1395,2609,2484,1517,337786.00
310349,170,138,31,29,310,81,258,96,241,28120.00
310350,318,275,71,45,619,243,421,304,357,110562.00
310352,34,18,2,4,50,19,35,31,23,5250.00
310355,270,239,46,65,490,191,364,385,169,48113.00
310356,454,314,100,41,827,316,552,571,297,95066.00
310357,75,56,40,22,149,53,118,69,102,24335.00
310358,499,563,109,138,1033,360,811,419,750,101770.00
310360,650,361,225,104,1132,383,853,688,543,126950.00
310361,44,54,39,15,122,33,104,NULL,137,9338.00
310364,101,130,14,23,222,67,178,11,213,23213.00
310365,373,225,41,35,604,116,523,350,288,59941.00
310367,58,130,11,28,171,29,170,10,183,12744.00
310368,10,15,1,3,23,6,20,NULL,26,1385.00
310369,45,45,3,16,77,38,55,76,17,8970.00
310370,142,107,26,29,246,57,218,107,167,25596.00
310373,55,92,81,9,219,57,171,135,91,10882.00
310375,5346,3617,1582,714,9831,3383,7162,6767,3777,1224425.00
310376,101,67,11,21,158,27,152,NULL,177,13062.00
310377,292,221,38,68,483,166,385,272,276,80841.00
310378,234,221,44,48,451,177,322,262,237,36570.00
310379,202,126,63,46,345,75,316,208,183,27104.00
310380,191,144,81,41,375,114,302,247,168,34956.00
310382,91,107,11,13,196,121,88,177,32,13398.00
310384,35,46,1,7,75,21,61,NULL,78,4633.00
310385,318,306,107,62,669,198,533,529,200,76830.00
310387,110,58,23,21,170,47,144,124,65,13398.00
310388,83,79,21,26,157,69,114,100,81,16341.00
310390,13,5,NULL,3,15,3,15,17,1,800.00
310392,668,543,87,107,1191,401,897,596,700,92037.00
310394,179,156,13,24,324,186,162,314,25,27616.00
310395,236,209,32,54,423,148,329,290,185,44708.00
310396,49,27,1,17,60,27,50,30,45,7650.00
310397,132,62,14,22,186,51,157,95,108,44981.00
310399,679,295,178,103,1049,340,812,685,418,219242.00
310400,80,72,31,17,166,40,143,29,154,19354.00
310404,461,320,190,52,919,320,651,653,308,80485.00
310406,142,108,35,37,248,80,205,142,142,16797.00
310410,250,170,49,34,435,130,339,133,336,94994.00
310417,64,56,7,12,115,63,64,124,3,9745.00
310422,51,59,5,14,101,28,87,69,46,7040.00
310433,32,11,20,2,61,33,30,31,32,3295.00
310435,624,682,67,92,1281,463,910,813,546,86715.00
310438,10,12,NULL,4,18,12,10,21,NULL,818.00
310440,183,97,12,29,263,118,174,111,173,21240.00
310444,300,137,61,52,446,127,371,249,243,55161.00
310445,726,565,213,90,1414,489,1015,1261,236,193401.00
310447,1636,1026,213,114,2761,1016,1859,1964,911,488506.00
310450,393,443,345,110,1071,435,746,710,467,67997.00
310453,220,142,27,52,337,137,252,297,92,40827.00
310454,431,448,173,98,954,333,719,636,413,67969.00
310457,30,77,3,13,97,56,54,79,31,4465.00
310460,112,73,30,26,189,65,150,148,66,20371.00
310462,169,139,44,18,334,175,177,239,113,21390.00
310472,244,185,183,28,584,125,487,325,287,67549.00
310478,191,162,24,24,353,183,194,205,172,20806.00
310481,87,51,4,19,123,24,118,63,79,12894.00
310482,1169,757,117,128,1915,653,1390,1392,651,171861.00
310486,32,32,6,4,66,26,44,39,31,11360.00
310494,472,363,154,88,901,321,668,687,299,91515.00
310495,96,61,17,12,162,53,121,72,80,20600.00
310498,526,477,93,84,1012,397,699,630,463,61731.00
310515,1778,1461,475,266,3448,1430,2284,2955,757,420463.00
310516,242,217,33,50,442,144,348,67,423,23602.00
310518,996,764,199,168,1791,630,1329,1102,851,155633.00
310519,1,NULL,NULL,1,NULL,NULL,1,NULL,1,0.00
310524,61,55,10,17,109,50,76,91,19,8398.00
310525,431,554,92,120,957,323,754,557,519,78936.00
310528,26,22,5,5,48,15,38,NULL,47,3400.00
310530,1,NULL,NULL,1,NULL,1,NULL,1,NULL,0.00
310532,232,193,55,52,428,174,306,267,210,41803.00
310534,167,125,21,20,293,115,198,150,160,26317.00
310542,182,144,21,36,311,106,241,317,28,29540.00
310548,77,66,8,17,134,18,133,56,95,8590.00
310550,86,79,34,8,191,61,138,165,34,26774.00
310551,101,50,5,22,134,46,110,75,78,12705.00
310552,734,827,107,150,1518,481,1187,925,740,111160.00
310557,75,57,11,14,129,41,102,78,64,10501.00
310569,31,49,9,7,82,28,61,25,58,3972.00
310570,56,41,27,5,119,46,78,104,15,21748.00
310579,22,22,2,10,36,18,28,37,9,4770.00
310588,272,246,64,51,531,182,400,381,194,48797.00
310592,40,52,7,9,90,29,70,27,70,5885.00
310603,855,621,196,124,1548,537,1135,1099,570,146088.00
310608,61,46,5,16,96,71,41,65,42,10549.00
310612,55,38,4,11,86,55,42,54,43,4135.00
310615,8,1,NULL,4,5,8,1,9,NULL,399.00
310634,121,94,20,33,202,64,171,103,131,14541.00
310640,21,25,NULL,8,38,28,18,43,1,4105.00
310643,787,472,92,94,1257,424,927,820,525,112356.00
310645,287,192,32,38,473,127,384,296,211,37814.00
310646,1122,1198,305,213,2412,788,1837,1536,1087,224230.00
310660,319,296,41,67,589,249,407,130,519,43898.00
310663,404,224,61,56,633,192,497,388,300,54895.00
310664,109,48,30,17,170,66,121,94,93,12930.00
310671,12,19,3,1,33,7,27,26,6,9488.00
310674,7,13,4,2,22,NULL,24,NULL,24,2130.00
310686,109,61,13,17,166,45,138,88,91,16566.00
310703,160,127,6,4,289,115,178,242,38,18865.00
310710,1855,1250,278,253,3130,1260,2123,2308,1071,426812.00
310716,130,84,16,25,205,98,132,96,134,14155.00
310720,223,49,2,18,256,128,146,258,16,18854.00
310727,56,66,15,5,132,46,91,86,49,13508.00
310736,16,11,1,4,24,16,12,28,NULL,1215.00
310740,476,239,104,48,771,231,588,650,164,122797.00
310759,821,471,111,99,1304,412,991,569,834,118934.00
310762,388,230,55,27,646,234,439,363,310,267843.00
310766,137,84,22,28,215,63,180,122,116,17377.00
310781,1509,1062,514,293,2792,904,2181,1816,1266,248024.00
310788,43,14,3,12,48,33,27,52,8,7708.00
310797,26,13,2,15,26,28,13,28,13,6365.00
310815,24,17,NULL,12,29,16,25,26,14,4170.00
310821,252,221,32,75,430,138,367,300,197,38731.00
310829,361,403,162,134,792,457,469,609,309,69965.00
310832,144,104,28,23,253,84,192,172,101,23588.00
310865,402,313,79,57,737,175,619,416,373,98423.00
310866,139,69,8,20,196,116,100,186,30,24328.00
310868,126,139,46,28,283,146,165,176,134,18034.00
310878,436,299,38,87,686,155,618,318,419,56878.00
310879,38,38,35,35,76,43,68,53,57,17561.00
310882,774,493,86,97,1256,455,898,1089,263,159066.00
310885,567,342,68,97,880,252,725,338,630,59529.00
310888,1703,1178,241,182,2940,993,2129,2390,726,328718.00
310902,15,30,2,3,44,17,30,25,21,1780.00
310919,175,147,50,19,353,164,208,315,57,93915.00
310920,18,19,4,6,35,23,18,23,18,3700.00
310922,421,534,90,124,921,275,770,143,894,74842.00
310924,47,57,11,21,94,30,85,16,98,7835.00
310934,244,207,22,55,418,209,264,388,81,42920.00
310938,162,175,29,33,333,103,263,281,85,34743.00
310948,585,261,43,54,835,242,647,352,534,142500.00
310959,271,305,23,57,542,303,296,512,80,41806.00
310960,296,308,28,75,557,162,470,196,429,38284.00
310961,39,37,6,5,77,44,38,18,64,5340.00
310970,1,NULL,2,1,2,1,2,3,NULL,300.00
310971,243,220,45,34,474,168,340,395,113,70540.00
310979,45,36,4,9,76,31,54,36,48,4114.00
310990,286,271,158,71,644,260,455,447,265,58314.00
310994,1212,1073,233,267,2251,764,1754,1361,1145,211334.00
310996,86,39,10,16,119,33,102,90,45,11151.00
310997,108,73,21,24,178,58,144,75,122,16954.00
310998,16,2,1,8,11,5,14,10,9,2450.00
311002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311004,804,500,162,93,1373,375,1091,901,564,113116.00
311005,400,348,59,95,712,241,566,505,302,60461.00
311011,484,280,103,56,811,176,691,313,554,64450.00
311013,508,443,84,76,959,356,679,535,498,128679.00
311023,217,192,27,52,384,139,297,200,236,34706.00
311024,156,100,24,27,253,62,218,43,232,15200.00
311029,37,15,NULL,11,41,28,24,26,25,6895.00
311044,88,73,26,15,172,46,141,47,137,16628.00
311045,10,5,4,4,15,1,18,NULL,19,400.00
311049,52,40,9,15,86,31,70,85,15,8425.00
311050,57,61,11,16,113,52,77,53,76,9243.00
311051,11,5,2,2,16,7,11,NULL,15,370.00
311053,1,NULL,NULL,1,NULL,1,NULL,NULL,1,0.00
311054,331,261,66,31,627,141,517,624,34,120326.00
311056,352,217,25,36,558,229,365,349,237,76057.00
311059,26,5,2,7,26,18,15,28,5,3134.00
311060,734,391,148,88,1185,437,836,878,391,155862.00
311066,140,99,15,26,228,52,202,63,190,22134.00
311073,37,34,7,7,71,23,55,NULL,70,4477.00
311074,267,277,77,49,572,185,436,326,291,72536.00
311076,126,102,15,34,209,66,177,141,102,20062.00
311078,84,168,16,7,261,144,124,253,13,28765.00
311084,55,62,10,8,119,25,102,34,93,7145.00
311087,37,26,4,7,60,14,53,17,50,3375.00
311098,138,185,20,28,315,101,242,238,105,24423.00
311115,109,69,17,20,175,43,152,43,152,21893.00
311116,37,21,1,9,50,10,49,14,36,5340.00
311122,1,NULL,NULL,1,NULL,1,NULL,1,NULL,0.00
311128,14,16,1,2,29,23,8,31,NULL,4120.00
311146,100,49,8,16,141,47,110,97,58,11571.00
311147,51,9,4,8,56,14,50,37,26,5005.00
311154,227,169,26,38,384,134,288,181,239,33026.00
311155,3,NULL,NULL,3,NULL,3,NULL,2,1,1100.00
311163,74,81,10,28,137,46,119,32,133,17950.00
311164,149,102,18,24,245,132,137,209,59,24401.00
311176,22,19,3,4,40,9,35,31,12,3990.00
311179,11,3,NULL,2,12,3,11,10,NULL,2476.00
311187,39,19,3,12,49,23,38,5,55,7028.00
311195,82,77,10,22,147,62,107,115,52,18875.00
311216,33,25,2,11,49,22,38,34,25,1758.00
311235,NULL,1,NULL,1,NULL,NULL,1,NULL,1,0.00
311245,98,57,10,12,153,44,121,111,54,14111.00
